./resnet.txt.dir/layer10.threads1.cnn1 256 7 7 512 3 3 2 2.out-print flops
./resnet.txt.dir/layer10.threads1.cnn1 256 7 7 512 3 3 2 2.out-37.4631
./resnet.txt.dir/layer10.threads1.cnn1 256 7 7 512 3 3 2 2.out-50.1743
./resnet.txt.dir/layer10.threads1.cnn1 256 7 7 512 3 3 2 2.out-50.3724
./resnet.txt.dir/layer10.threads1.cnn1 256 7 7 512 3 3 2 2.out-50.0862
./resnet.txt.dir/layer10.threads1.cnn1 256 7 7 512 3 3 2 2.out-50.5036
./resnet.txt.dir/layer10.threads1.cnn1 256 7 7 512 3 3 2 2.out-50.1536
./resnet.txt.dir/layer10.threads1.cnn1 256 7 7 512 3 3 2 2.out-49.8545
./resnet.txt.dir/layer10.threads1.cnn1 256 7 7 512 3 3 2 2.out-50.1795
./resnet.txt.dir/layer10.threads1.cnn1 256 7 7 512 3 3 2 2.out-50.4825
./resnet.txt.dir/layer10.threads1.cnn1 256 7 7 512 3 3 2 2.out-50.4143
./resnet.txt.dir/layer10.threads1.cnn1 256 7 7 512 3 3 2 2.out-50.2159
./resnet.txt.dir/layer10.threads1.cnn1 256 7 7 512 3 3 2 2.out-50.2211
./resnet.txt.dir/layer10.threads1.cnn1 256 7 7 512 3 3 2 2.out-50.4143
./resnet.txt.dir/layer10.threads1.cnn1 256 7 7 512 3 3 2 2.out-50.2159
./resnet.txt.dir/layer10.threads1.cnn1 256 7 7 512 3 3 2 2.out-50.3724
./resnet.txt.dir/layer10.threads1.cnn1 256 7 7 512 3 3 2 2.out-50.3097
./resnet.txt.dir/layer10.threads1.cnn1 256 7 7 512 3 3 2 2.out-50.2836
./resnet.txt.dir/layer10.threads1.cnn1 256 7 7 512 3 3 2 2.out-50.5299
./resnet.txt.dir/layer10.threads1.cnn1 256 7 7 512 3 3 2 2.out-50.2888
./resnet.txt.dir/layer10.threads1.cnn1 256 7 7 512 3 3 2 2.out-50.3515
./resnet.txt.dir/layer10.threads1.cnn1 256 7 7 512 3 3 2 2.out-50.4615
./resnet.txt.dir/layer10.threads1.cnn1 256 7 7 512 3 3 2 2.out-50.2419
./resnet.txt.dir/layer10.threads1.cnn1 256 7 7 512 3 3 2 2.out-50.0036
./resnet.txt.dir/layer10.threads1.cnn1 256 7 7 512 3 3 2 2.out-50.2419
./resnet.txt.dir/layer10.threads1.cnn1 256 7 7 512 3 3 2 2.out-50.1069
./resnet.txt.dir/layer10.threads1.cnn1 256 7 7 512 3 3 2 2.out-50.4143
./resnet.txt.dir/layer10.threads1.cnn1 256 7 7 512 3 3 2 2.out-50.2159
./resnet.txt.dir/layer10.threads1.cnn1 256 7 7 512 3 3 2 2.out-50.3097
./resnet.txt.dir/layer10.threads1.cnn1 256 7 7 512 3 3 2 2.out-50.2627
./resnet.txt.dir/layer10.threads1.cnn1 256 7 7 512 3 3 2 2.out-50.3045
./resnet.txt.dir/layer10.threads1.cnn1 256 7 7 512 3 3 2 2.out-50.4143
./resnet.txt.dir/layer10.threads1.cnn1 256 7 7 512 3 3 2 2.out-50.2211
./resnet.txt.dir/layer10.threads1.cnn1 256 7 7 512 3 3 2 2.out-50.1743
./resnet.txt.dir/layer10.threads1.cnn1 256 7 7 512 3 3 2 2.out-50.1121
./resnet.txt.dir/layer10.threads1.cnn1 256 7 7 512 3 3 2 2.out-50.2211
./resnet.txt.dir/layer10.threads1.cnn1 256 7 7 512 3 3 2 2.out-50.4825
./resnet.txt.dir/layer10.threads1.cnn1 256 7 7 512 3 3 2 2.out-50.2627
./resnet.txt.dir/layer10.threads1.cnn1 256 7 7 512 3 3 2 2.out-50.0036
./resnet.txt.dir/layer10.threads1.cnn1 256 7 7 512 3 3 2 2.out-50.0655
./resnet.txt.dir/layer10.threads1.cnn1 256 7 7 512 3 3 2 2.out-50.1951
./resnet.txt.dir/layer10.threads1.cnn1 256 7 7 512 3 3 2 2.out-50.4405
./resnet.txt.dir/layer10.threads1.cnn1 256 7 7 512 3 3 2 2.out-50.2211
./resnet.txt.dir/layer10.threads1.cnn1 256 7 7 512 3 3 2 2.out-50.1743
./resnet.txt.dir/layer10.threads1.cnn1 256 7 7 512 3 3 2 2.out-50.4405
./resnet.txt.dir/layer10.threads1.cnn1 256 7 7 512 3 3 2 2.out-50.0862
./resnet.txt.dir/layer10.threads1.cnn1 256 7 7 512 3 3 2 2.out-50.3933
./resnet.txt.dir/layer10.threads1.cnn1 256 7 7 512 3 3 2 2.out-49.9984
./resnet.txt.dir/layer10.threads1.cnn1 256 7 7 512 3 3 2 2.out-50.1743
./resnet.txt.dir/layer10.threads1.cnn1 256 7 7 512 3 3 2 2.out-50.3933
./resnet.txt.dir/layer10.threads1.cnn1 256 7 7 512 3 3 2 2.out-50.3724
./resnet.txt.dir/layer10.threads1.cnn1 256 7 7 512 3 3 2 2.out:avg flops,50.0059
--
./resnet.txt.dir/layer10.threads8.cnn1 256 7 7 512 3 3 2 2.out-print flops
./resnet.txt.dir/layer10.threads8.cnn1 256 7 7 512 3 3 2 2.out-128.753
./resnet.txt.dir/layer10.threads8.cnn1 256 7 7 512 3 3 2 2.out-107.252
./resnet.txt.dir/layer10.threads8.cnn1 256 7 7 512 3 3 2 2.out-107.039
./resnet.txt.dir/layer10.threads8.cnn1 256 7 7 512 3 3 2 2.out-108.04
./resnet.txt.dir/layer10.threads8.cnn1 256 7 7 512 3 3 2 2.out-106.358
./resnet.txt.dir/layer10.threads8.cnn1 256 7 7 512 3 3 2 2.out-105.593
./resnet.txt.dir/layer10.threads8.cnn1 256 7 7 512 3 3 2 2.out-108.233
./resnet.txt.dir/layer10.threads8.cnn1 256 7 7 512 3 3 2 2.out-108.233
./resnet.txt.dir/layer10.threads8.cnn1 256 7 7 512 3 3 2 2.out-108.04
./resnet.txt.dir/layer10.threads8.cnn1 256 7 7 512 3 3 2 2.out-108.161
./resnet.txt.dir/layer10.threads8.cnn1 256 7 7 512 3 3 2 2.out-106.171
./resnet.txt.dir/layer10.threads8.cnn1 256 7 7 512 3 3 2 2.out-106.078
./resnet.txt.dir/layer10.threads8.cnn1 256 7 7 512 3 3 2 2.out-107.633
./resnet.txt.dir/layer10.threads8.cnn1 256 7 7 512 3 3 2 2.out-107.824
./resnet.txt.dir/layer10.threads8.cnn1 256 7 7 512 3 3 2 2.out-107.633
./resnet.txt.dir/layer10.threads8.cnn1 256 7 7 512 3 3 2 2.out-106.638
./resnet.txt.dir/layer10.threads8.cnn1 256 7 7 512 3 3 2 2.out-95.7135
./resnet.txt.dir/layer10.threads8.cnn1 256 7 7 512 3 3 2 2.out-105.113
./resnet.txt.dir/layer10.threads8.cnn1 256 7 7 512 3 3 2 2.out-107.656
./resnet.txt.dir/layer10.threads8.cnn1 256 7 7 512 3 3 2 2.out-108.865
./resnet.txt.dir/layer10.threads8.cnn1 256 7 7 512 3 3 2 2.out-107.633
./resnet.txt.dir/layer10.threads8.cnn1 256 7 7 512 3 3 2 2.out-107.442
./resnet.txt.dir/layer10.threads8.cnn1 256 7 7 512 3 3 2 2.out-107.347
./resnet.txt.dir/layer10.threads8.cnn1 256 7 7 512 3 3 2 2.out-107.039
./resnet.txt.dir/layer10.threads8.cnn1 256 7 7 512 3 3 2 2.out-1.13905
./resnet.txt.dir/layer10.threads8.cnn1 256 7 7 512 3 3 2 2.out-108.548
./resnet.txt.dir/layer10.threads8.cnn1 256 7 7 512 3 3 2 2.out-109.356
./resnet.txt.dir/layer10.threads8.cnn1 256 7 7 512 3 3 2 2.out-107.633
./resnet.txt.dir/layer10.threads8.cnn1 256 7 7 512 3 3 2 2.out-107.944
